Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Arsenal,30,27,38.5,38,418,3420,38.0,51,38,46,5,6,52,4,1.34,1.0,2.34,1.21,2.21,50.6,46.1,34.0,80.1,1.33,0.89,2.23,1.21,2.11,420,142,33.8,11.05,3.74,0.11,0.32,16.6,12,0.11,0.4,-0.1,11853,15781,75.1,240552,90237,4788,5558,86.1,4880,5896,82.8,1947,3715,52.4,4.0,296,882,268,74,1001,13982,1799,26,2633,473,458,180,76,54,18,9418,2299,4064,4278,9260,645,740,236,69,319,456,389,642,16.89,441,66,40,39,21,88,2.32,68,4,4,4,5,3,660,388,312,258,90,211,32.7,435,1718,27.0,2466,2700,1193,4,466,1426,1014,5,20631,2675,779,663,54.1,403,17,11719,128,485,434,14571,11853,81.3,1058,90,100,85,,105,18,161,1.66,51,74,-23,-0.61,50.6,68.4,-17.8,-0.47,1,398,5,5,1,3219,765,721,51.5,Premier-League,9,2017-2018
Bournemouth,22,26,52.2,38,418,3420,38.0,60,44,58,2,3,73,1,1.58,1.16,2.74,1.53,2.68,61.4,59.3,43.7,103.0,1.62,1.15,2.77,1.56,2.71,547,171,31.3,14.39,4.5,0.11,0.34,16.7,15,0.11,-1.4,-1.3,15010,19508,76.9,300909,104434,6205,7066,87.8,6017,7218,83.4,2490,4487,55.5,0.3,389,1177,366,92,1332,17716,1792,35,2960,587,528,213,92,69,15,11951,2855,4702,5276,11603,879,852,209,110,401,440,446,815,21.45,607,63,50,29,20,97,2.55,69,5,8,8,6,1,781,482,356,339,86,254,38.7,403,1941,32.2,2054,2667,1311,1,468,1382,1004,8,24305,2493,1070,552,61.2,360,26,14757,174,502,390,18063,15010,83.1,1375,90,100,85,,106,18,160,1.16,61,45,16,0.42,61.4,44.8,16.6,0.44,1,446,3,3,0,3854,898,815,52.4,Premier-League,9,2017-2018
Brighton,24,27,56.3,38,418,3420,38.0,49,36,48,1,3,30,2,1.29,0.95,2.24,1.26,2.21,52.6,50.3,34.5,84.9,1.38,0.91,2.29,1.32,2.23,560,171,30.5,14.74,4.5,0.09,0.28,17.9,31,0.09,-3.6,-2.3,17143,21213,80.8,325877,105408,7341,8190,89.6,7166,8260,86.8,2307,4041,57.1,1.5,374,1375,327,78,1467,19284,1929,29,3052,522,504,228,95,76,21,14404,2782,4027,5855,12864,804,868,275,39,351,526,433,847,22.29,587,69,71,50,25,81,2.13,51,9,9,6,6,0,552,344,253,214,85,166,33.1,335,1621,31.1,1552,2243,1424,3,405,1053,1025,8,25792,2054,975,731,62.9,498,24,16920,160,490,460,20154,17143,85.1,1502,90,100,86,,105,16,161,1.05,54,34,20,0.53,52.6,37.2,15.5,0.41,1,297,3,7,1,3488,889,964,48.0,Premier-League,9,2017-2018
Burnley,24,27,56.1,38,418,3420,38.0,38,29,35,3,5,45,6,1.0,0.76,1.76,0.92,1.68,51.7,48.2,37.5,85.7,1.36,0.99,2.35,1.27,2.26,569,160,28.1,14.97,4.21,0.06,0.22,17.9,13,0.09,-13.7,-13.2,15206,19750,77.0,296084,105371,6442,7335,87.8,6305,7555,83.5,2209,4191,52.7,-8.5,429,1143,366,92,1304,17796,1954,25,3034,601,552,240,83,80,23,12005,3008,4737,5454,11356,1009,931,266,50,376,502,465,892,23.47,682,69,55,31,17,67,1.76,45,3,5,8,3,3,549,339,283,212,54,147,35.0,273,1554,31.7,1596,2244,1064,2,380,948,1354,8,24491,2385,997,629,59.0,413,22,15006,187,508,360,18332,15206,82.9,1361,90,100,85,,96,18,169,1.42,39,36,3,0.08,51.7,34.5,17.3,0.45,2,444,5,0,1,3945,1189,1102,51.9,Premier-League,9,2017-2018
Chelsea,26,26,44.6,38,418,3420,38.0,36,26,34,2,2,75,1,0.95,0.68,1.63,0.89,1.58,35.3,33.8,25.4,59.1,0.93,0.67,1.6,0.89,1.56,374,116,31.0,9.84,3.05,0.09,0.29,17.6,11,0.09,0.7,0.2,14686,18447,79.6,295028,98968,5849,6574,89.0,6155,7112,86.5,2381,4077,58.4,0.6,266,1131,258,61,1176,16716,1731,28,2520,568,401,158,69,48,22,12311,2412,3724,5328,11031,657,712,271,50,329,484,376,554,14.58,406,44,28,27,21,57,1.5,38,4,3,6,4,2,689,454,345,266,78,259,35.0,481,1829,28.0,2483,2658,1382,6,457,1333,1014,11,23206,2541,687,584,53.4,345,20,14163,97,515,485,17419,14686,84.3,1235,90,100,85,,107,19,159,1.84,38,62,-24,-0.63,35.3,57.9,-22.7,-0.6,1,421,2,3,2,3140,625,734,46.0,Premier-League,9,2017-2018
Crystal Palace,28,27,54.7,38,418,3420,38.0,53,40,51,2,2,72,3,1.39,1.05,2.45,1.34,2.39,50.7,49.1,34.0,83.2,1.33,0.89,2.23,1.29,2.19,467,167,35.8,12.29,4.39,0.11,0.31,16.8,21,0.11,2.3,1.9,15464,19659,78.7,313621,106642,6145,7100,86.5,6471,7599,85.2,2558,4175,61.3,6.0,322,1259,333,89,1424,17691,1968,33,2576,679,531,208,90,77,9,12532,2953,4174,5403,11645,946,896,236,68,354,595,511,708,18.63,503,68,44,35,16,81,2.13,56,5,4,10,3,3,776,447,370,307,99,249,33.0,506,1789,30.5,2210,2484,1169,8,424,1279,1154,14,24704,2325,935,682,55.4,423,24,14901,112,497,501,18530,15464,83.5,1471,90,100,84,,107,21,159,1.16,55,45,10,0.26,50.7,56.1,-5.4,-0.14,2,422,2,10,1,3581,837,886,48.6,Premier-League,9,2017-2018
Everton,30,27,54.1,38,418,3420,38.0,58,51,55,3,5,49,5,1.53,1.34,2.87,1.45,2.79,52.3,48.8,35.7,84.5,1.38,0.94,2.32,1.28,2.22,541,175,32.3,14.24,4.61,0.1,0.31,18.1,19,0.09,5.7,6.2,15381,19822,77.6,301305,107867,6481,7401,87.6,6228,7456,83.5,2359,4195,56.2,15.3,382,1224,357,82,1436,17748,2074,26,3345,628,530,212,102,64,12,12230,3153,4439,5496,11547,883,1003,229,55,379,552,465,818,21.53,593,70,54,37,18,98,2.58,72,5,9,9,3,0,652,389,306,267,79,218,38.9,343,1695,31.8,1730,2391,1207,3,437,1127,1144,11,24807,2121,1003,667,59.1,419,22,15075,180,510,500,18498,15381,83.1,1517,90,100,85,,102,18,164,1.29,58,44,14,0.37,52.3,41.4,10.9,0.29,3,388,3,8,2,3934,1012,962,51.3,Premier-League,9,2017-2018
Huddersfield,25,27,54.3,38,418,3420,38.0,57,41,53,4,6,56,4,1.5,1.08,2.58,1.39,2.47,55.2,50.5,34.0,84.5,1.45,0.9,2.35,1.33,2.22,440,153,34.8,11.58,4.03,0.12,0.35,16.5,19,0.12,1.8,2.5,16174,20660,78.3,316582,112815,6489,7542,86.0,6934,8108,85.5,2425,4181,58.0,7.0,300,1314,298,63,1468,18667,1993,42,3179,521,378,210,88,76,25,13198,3119,4343,5664,12145,906,1014,266,111,383,510,506,669,17.61,458,73,44,43,18,86,2.26,59,5,7,7,6,2,739,453,380,272,87,250,44.9,307,1824,32.1,1946,2490,1239,2,460,1286,1063,9,25657,2294,877,672,58.9,431,25,15582,131,535,588,19559,16174,82.7,1548,90,100,84,,106,20,159,0.97,58,28,30,0.79,55.2,31.7,23.5,0.62,1,382,6,2,3,3914,939,922,50.5,Premier-League,9,2017-2018
Leicester City,27,26,52.1,38,418,3420,38.0,58,47,56,2,4,52,1,1.53,1.24,2.76,1.47,2.71,49.9,46.9,37.1,83.9,1.31,0.98,2.29,1.23,2.21,489,161,32.9,12.87,4.24,0.11,0.35,18.0,14,0.1,8.1,9.1,14108,18383,76.7,273195,98484,6121,7040,86.9,5568,6775,82.2,2116,3796,55.7,9.9,372,1151,322,83,1347,16388,1995,33,2865,591,476,216,107,72,11,11250,2873,4260,5129,10632,836,976,262,70,386,546,471,767,20.18,569,61,46,37,24,98,2.58,64,9,7,8,7,3,728,430,376,262,90,272,37.4,455,1668,30.0,1804,2586,1163,8,431,1295,1310,12,23511,2251,932,662,63.0,459,34,14006,190,500,500,17218,14108,81.9,1391,90,100,85,,105,18,161,1.24,60,56,4,0.11,49.9,48.1,1.8,0.05,0,372,3,6,3,3541,847,961,46.8,Premier-League,9,2017-2018
Liverpool,27,27,39.5,38,418,3420,38.0,38,23,34,4,6,50,0,1.0,0.61,1.61,0.89,1.5,34.0,29.4,19.5,48.9,0.89,0.51,1.41,0.77,1.29,272,96,35.3,7.16,2.53,0.13,0.35,17.1,10,0.11,4.0,4.6,11808,16049,73.6,238818,90252,4885,5680,86.0,4741,5795,81.8,1907,3871,49.3,3.5,192,783,185,58,913,14220,1829,26,2723,462,351,126,59,38,9,9363,2485,4201,4384,9196,798,786,257,95,398,493,416,414,10.89,289,43,24,34,8,56,1.47,35,3,5,7,5,1,712,451,403,268,41,230,32.0,488,1770,28.2,2581,2719,973,2,434,1360,1163,20,20909,2963,534,566,56.9,358,29,11834,76,511,500,14806,11808,79.8,953,90,100,85,,107,20,158,1.97,38,84,-46,-1.21,34.0,72.7,-38.8,-1.02,0,324,6,3,2,3345,779,746,51.1,Premier-League,9,2017-2018
