Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Tammy Abraham,eng ENG,FW,Roma,24,1997,14,14,1190,13.2,4,2,4,0,0,4,0,0.30,0.15,0.45,0.30,0.45,6.9,6.9,2.3,9.2,0.52,0.17,0.69,0.52,0.69,36,10,27.8,2.72,0.76,0.11,0.40,12.1,1,0.19,-2.9,-2.9,196,262,74.8,2819,624,122,155,78.7,53,71,74.6,12,15,80.0,-0.3,18,10,12,1,27,241,21,1,75,2,8,0,0,0,0,166,61,35,19,183,22,0,12,0,2,9,10,41,3.10,29,0,0,3,1,6,0.45,3,0,0,2,1,0,20,13,5,9,6,7,58.3,5,52,27.4,16,81,93,0,8,23,12,1,413,12,79,23,65.2,15,1,226,10,29,14,528,294,55.7,104,85,94.4,85,9,0,,0,1.79,22,15,+7,+0.53,-2.04,23.6,16.3,+7.3,+0.55,-1.56,0,23,0,0,0,35,33,33,50.0,Serie-A,11,2021-2022
Francesco Acerbi,it ITA,DF,Lazio,33,1988,12,12,1065,11.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,1,0,0.0,0.08,0.00,0.00,,9.0,0,0.08,-0.1,-0.1,783,860,91.0,16056,5061,260,277,93.9,398,422,94.3,117,149,78.5,-0.2,3,58,1,0,42,830,30,1,67,27,1,0,0,0,0,633,88,139,648,157,28,0,2,0,11,6,3,8,0.68,6,1,0,1,0,1,0.08,0,0,0,0,1,0,11,6,8,3,0,4,40.0,6,23,29.9,39,32,6,0,8,36,56,0,972,132,4,1,100.0,1,0,652,0,4,3,699,687,98.3,3,89,84.5,89,11,0,,0,1.50,21,20,+1,+0.08,+0.55,15.5,16.6,-1.1,-0.09,+0.25,0,11,1,0,0,130,40,18,69.0,Serie-A,11,2021-2022
Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,3,0,96,1.1,2,0,2,0,0,1,0,1.87,0.00,1.87,1.87,1.87,0.5,0.5,0.1,0.6,0.44,0.11,0.54,0.44,0.54,6,3,50.0,5.63,2.81,0.33,0.67,15.7,0,0.08,+1.5,+1.5,17,22,77.3,291,80,8,12,66.7,8,9,88.9,1,1,100.0,-0.1,3,0,3,1,3,21,1,0,3,1,3,0,0,0,0,18,2,2,2,19,0,1,0,0,0,1,0,6,5.63,3,0,1,0,0,1,0.94,0,0,1,0,0,0,0,0,0,0,0,0,,0,9,30.0,2,12,16,0,0,1,0,0,40,0,10,3,33.3,1,0,32,0,6,0,36,28,77.8,5,32,7.6,,0,3,32,3,2.00,5,1,+4,+3.75,+3.36,2.5,1.3,+1.2,+1.15,+0.55,0,2,0,0,0,7,2,2,50.0,Serie-A,11,2021-2022
Kevin Agudelo,co COL,"FW,MF",Spezia,23,1998,2,0,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.42,0.47,0.88,0.42,0.88,2,2,100.0,4.09,4.09,0.00,0.00,20.7,0,0.10,-0.2,-0.2,17,23,73.9,271,75,7,8,87.5,8,12,66.7,1,1,100.0,-0.2,2,1,1,0,3,23,0,0,9,0,0,0,0,0,0,18,3,2,21,1,0,0,0,0,1,0,1,3,6.14,2,0,1,0,0,0,0.00,0,0,0,0,0,0,4,4,2,2,0,3,100.0,0,4,28.6,3,8,3,0,1,4,0,0,34,0,1,5,60.0,3,0,29,0,0,2,27,25,92.6,4,22,3.5,,0,2,22,0,0.00,0,2,-2,-4.09,-2.98,0.6,1.1,-0.6,-1.20,-0.41,0,4,0,0,0,3,1,0,100.0,Serie-A,11,2021-2022
Ola Aina,ng NGA,DF,Torino,25,1996,12,10,788,8.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4,0.02,0.14,0.16,0.02,0.16,5,1,20.0,0.57,0.11,0.00,0.00,21.5,0,0.04,-0.2,-0.2,307,421,72.9,5646,2506,135,161,83.9,127,160,79.4,40,76,52.6,-1.2,12,27,16,4,41,340,81,2,55,3,21,0,0,0,0,226,78,117,95,221,19,78,3,2,7,15,23,23,2.63,20,1,2,0,0,0,0.00,0,0,0,0,0,0,17,9,6,9,2,9,75.0,3,33,36.3,29,40,22,0,10,38,16,0,544,25,19,21,52.4,12,1,293,8,14,10,362,310,85.6,28,66,62.5,75,3,2,18,1,1.33,8,8,0,0.00,-0.57,11.9,7.7,+4.2,+0.48,+0.62,0,13,0,0,0,74,8,9,47.1,Serie-A,11,2021-2022
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,29,1992,7,3,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.14,0.01,0.15,0.14,0.15,1,0,0.0,0.39,0.00,0.00,,11.0,0,0.36,-0.4,-0.4,64,78,82.1,849,129,41,47,87.2,21,24,87.5,0,0,,0.0,2,4,1,0,2,78,0,0,13,0,0,0,0,0,0,58,19,1,15,54,3,0,1,0,2,2,6,2,0.78,2,0,0,0,0,0,0.00,0,0,0,0,0,0,9,3,2,7,0,4,50.0,4,18,24.0,17,38,20,0,2,10,3,0,117,4,1,8,62.5,6,0,86,0,3,4,97,81,83.5,10,33,18.4,59,0,4,14,7,1.57,5,5,0,0.00,0.00,2.5,4.9,-2.4,-0.93,-0.98,0,12,0,1,0,15,6,6,50.0,Serie-A,11,2021-2022
Luis Alberto,es ESP,MF,Lazio,29,1992,14,11,979,10.9,2,4,2,0,0,3,0,0.18,0.37,0.55,0.18,0.55,1.1,1.1,2.2,3.2,0.10,0.20,0.30,0.10,0.30,17,6,35.3,1.56,0.55,0.12,0.33,20.8,1,0.06,+0.9,+0.9,687,814,84.4,11610,3757,337,367,91.8,270,311,86.8,61,107,57.0,+1.8,20,96,19,2,68,753,61,4,128,27,16,30,15,8,3,642,76,96,44,746,11,3,4,2,3,24,9,38,3.49,26,9,0,2,0,4,0.37,2,2,0,0,0,0,15,9,5,6,4,5,23.8,16,51,28.0,54,89,39,0,9,24,1,0,897,6,15,14,64.3,9,2,688,4,7,10,773,715,92.5,40,70,77.7,79,6,3,35,0,1.50,18,18,0,0.00,0.00,13.4,14.6,-1.2,-0.11,+0.11,0,7,0,0,0,82,7,4,63.6,Serie-A,11,2021-2022
Giorgio Altare,it ITA,DF,Cagliari,23,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,57,45,0,0,,0,0,,1,2,50.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,1,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,,0,4,0.3,,0,1,4,13,1.00,0,1,-1,-22.50,-21.64,0.1,0.4,-0.3,-6.28,-5.52,0,0,0,0,0,1,0,1,0.0,Serie-A,11,2021-2022
Kelvin Amian,fr FRA,DF,Spezia,23,1998,10,9,758,8.4,0,1,0,0,0,1,1,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.7,1.2,0.05,0.09,0.14,0.05,0.14,6,1,16.7,0.71,0.12,0.00,0.00,17.0,0,0.08,-0.5,-0.5,323,402,80.3,5166,2238,180,197,91.4,117,144,81.3,21,41,51.2,+0.3,7,16,4,2,19,315,87,0,69,6,10,0,0,0,0,251,103,48,41,268,13,78,1,1,8,14,13,13,1.54,12,0,0,0,0,1,0.12,1,0,0,0,0,0,24,16,16,6,2,5,50.0,5,45,33.1,75,44,17,0,13,43,30,0,502,35,10,9,44.4,4,0,262,2,4,4,299,278,93.0,11,76,60.2,79,6,1,45,1,0.70,11,22,-11,-1.31,-0.23,7.2,17.6,-10.3,-1.23,-1.06,0,13,0,0,0,39,9,12,42.9,Serie-A,11,2021-2022
Ethan Ampadu,wls WAL,MF,Venezia,21,2000,8,6,547,6.1,0,2,0,0,0,4,1,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.6,0.6,0.00,0.09,0.09,0.00,0.09,0,0,,0.00,0.00,,,,0,,0.0,0.0,216,268,80.6,4293,1285,75,90,83.3,109,122,89.3,31,45,68.9,+1.4,5,14,2,0,21,254,14,1,41,6,0,0,0,0,0,193,43,32,39,206,8,6,4,2,7,8,9,11,1.81,11,0,0,0,0,2,0.33,2,0,0,0,0,0,20,11,11,6,3,2,28.6,5,24,22.4,55,43,9,0,9,33,12,0,336,24,1,2,50.0,1,0,195,1,5,10,213,197,92.5,4,68,43.4,79,3,2,37,0,1.38,7,9,-2,-0.33,+0.55,6.7,10.1,-3.5,-0.57,+0.10,0,11,0,0,0,62,9,7,56.3,Serie-A,11,2021-2022
